Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
176,Tommy Pham,35,2TM,NL,481,5,2,-1,0,-6,0,0.0,16,16,1.5,.500,.501,1.6,-0.7,16,7DH9/8,,phamth01
177,Chris Taylor,32,LAD,NL,384,1,1,1,0,0,3,0.3,13,16,1.5,.503,.502,1.5,0.0,16,765H/D84,,tayloch03
178,Brice Turang*,23,MIL,NL,448,-21,5,1,12,5,1,0.1,15,16,1.5,.501,.501,0.3,1.7,4,*46H/D,,turanbr02
179,Elias Díaz,32,COL,NL,526,-8,-1,-1,0,8,-2,-0.2,18,16,1.5,.499,.499,1.5,0.8,16,*2H/D,AS,diazel01
180,Matt Vierling,26,DET,AL,530,0,-1,1,-1,-2,-3,-0.3,18,15,1.5,.498,.498,1.6,-0.3,16,*9758H/4,,vierlma01
181,Jesús Sánchez*,25,MIA,NL,402,3,-2,-1,5,-4,2,0.2,14,16,1.5,.502,.501,1.0,0.1,11,*9H/87D,,sanchje02
182,Christopher Morel,24,CHC,NL,429,11,-1,0,-4,-5,1,0.1,15,16,1.5,.501,.501,1.9,-0.9,20,D48/795H6,,morelch01
183,Jorge Soler,31,MIA,NL,580,15,-2,-2,-5,-10,-4,-0.4,20,16,1.5,.497,.498,2.0,-1.5,21,D9/H,AS,solerjo01
184,Jake Meyers,27,HOU,AL,341,-5,0,2,4,2,3,0.3,12,15,1.5,.503,.502,1.0,0.7,11,8H/7D,,meyerja02
185,Nick Castellanos,31,PHI,NL,671,9,-1,-1,-9,-5,-7,-0.7,23,16,1.5,.496,.496,2.4,-1.5,25,*9/DH,ASMVP-23,casteni01
186,Bo Naylor*,23,CLE,AL,230,5,0,0,-3,4,7,0.7,8,15,1.4,.510,.504,1.7,0.1,18,2/H,,naylobo01
187,Charlie Blackmon*,36,COL,NL,413,5,0,0,2,-6,1,0.1,14,15,1.4,.501,.501,1.2,-0.4,13,D9/H,,blackch02
188,Masataka Yoshida*,29,BOS,AL,580,8,-2,0,-4,-7,-5,-0.5,20,15,1.4,.496,.497,1.8,-1.1,19,7D/H,ROY-6,yoshima02
189,Keibert Ruiz#,24,WSN,NL,562,-2,-3,-1,-6,7,-4,-0.4,19,15,1.4,.497,.497,2.0,0.1,21,*2D/H,,ruizke01
190,Andrew McCutchen,36,PIT,NL,473,8,-2,1,1,-9,-1,-0.1,16,15,1.4,.499,.499,1.3,-0.8,14,D/9H,,mccutan01
191,Miguel Rojas,34,LAD,NL,423,-15,-2,-1,12,6,1,0.0,14,15,1.4,.500,.500,0.2,1.8,3,*6H/1D45,,rojasmi02
192,Randal Grichuk,31,2TM,2LG,471,2,0,0,0,-3,-2,-0.2,16,14,1.4,.498,.500,1.4,-0.3,14,798D/H,,grichra01
193,Zach McKinstry*,28,DET,AL,518,-10,2,1,2,2,-4,-0.4,18,14,1.3,.497,.498,1.1,0.4,12,549H67/8D1,,mckinza01
194,Carlos Correa,28,MIN,AL,580,-5,-3,-4,-2,8,-6,-0.5,19,14,1.3,.496,.496,1.5,0.6,16,*6,,correca01
195,DJ LeMahieu,34,NYY,AL,562,-3,-5,-2,5,-1,-6,-0.6,19,13,1.3,.496,.496,0.8,0.4,8,53/4HD,,lemahdj01
196,Nick Madrigal,26,CHC,NL,294,-7,-1,1,8,2,4,0.3,10,14,1.3,.504,.502,0.5,1.0,6,5H4/D,,madrini01
197,Jonathan India,26,CIN,NL,529,1,2,-1,-7,2,-3,-0.3,17,14,1.3,.497,.498,2.0,-0.5,21,4D/H,,indiajo01
198,Andruw Monasterio,26,MIL,NL,315,-4,-1,-2,7,2,3,0.3,11,13,1.3,.503,.502,0.6,0.9,6,54/H6D,,monasan01
199,Jordan Westburg,24,BAL,AL,228,0,0,0,2,2,5,0.5,8,13,1.2,.507,.503,1.0,0.4,10,45H/D,,westbjo01
200,Dairon Blanco,30,KCR,AL,138,3,2,0,5,-3,8,0.8,5,12,1.2,.511,.505,0.7,0.3,7,79H/8D,,blancda02
201,Ryan O'Hearn*,29,BAL,AL,368,9,0,2,-5,-6,0,0.0,13,13,1.2,.500,.500,1.7,-1.1,17,39HD/7,,ohearry01
202,Tom Murphy,32,SEA,AL,159,8,-1,0,-2,3,7,0.7,5,12,1.2,.515,.504,1.4,0.1,14,2/DH,,murphto04
203,Eddie Rosario*,31,ATL,NL,516,0,-2,0,3,-5,-4,-0.5,18,13,1.2,.497,.497,0.9,-0.3,10,*7DH,,rosared01
204,Nelson Velázquez,24,2TM,2LG,179,9,0,0,-1,-3,6,0.6,6,12,1.2,.511,.503,1.3,-0.4,13,9D/7H8,,velazne01
205,Sal Frelick*,23,MIL,NL,223,-3,1,1,6,-1,4,0.4,8,12,1.1,.507,.503,0.5,0.5,6,98/H7D,,frelisa01
206,Blake Perkins#,26,MIL,NL,168,-3,1,0,10,-2,6,0.6,6,12,1.1,.509,.504,0.1,0.8,1,98H7/D,,perkibl01
207,Garrett Hampson,28,MIA,NL,252,1,2,1,-1,1,3,0.3,9,12,1.1,.503,.502,1.3,0.0,13,689H47/5D,,hampsga01
208,Ezequiel Durán,24,TEX,AL,439,5,-2,0,-6,0,-4,-0.3,15,11,1.1,.497,.498,1.7,-0.6,17,675D/4H39,,duranez01
209,Luis Campusano,24,SDP,NL,174,7,-1,-2,-2,3,5,0.5,6,11,1.1,.511,.503,1.3,0.1,13,2/DH,,campulu01
210,Riley Adams,27,WSN,NL,158,4,-1,-1,1,3,6,0.6,5,11,1.1,.513,.503,1.0,0.4,10,2/HD,,adamsri03
211,Cade Marlowe*,26,SEA,AL,100,1,0,0,6,-1,7,0.7,3,11,1.1,.521,.504,0.4,0.5,5,7/H89D,,marloca01
212,Andrew Vaughn,25,CHW,AL,615,2,-2,-2,0,-8,-10,-1.0,21,11,1.1,.493,.494,1.0,-0.8,11,*3/DH,,vaughan01
213,Maikel Garcia,23,KCR,AL,515,-9,0,-1,0,3,-7,-0.6,18,11,1.1,.494,.496,1.0,0.4,11,56/D4H,,garcima01
214,Alek Thomas*,23,ARI,NL,402,-13,1,1,5,3,-2,-0.3,14,11,1.0,.498,.498,0.6,0.8,6,*8H/D,,thomaal01
215,Alex Call,28,WSN,NL,439,-12,-2,2,6,1,-4,-0.4,15,11,1.0,.497,.498,0.4,0.7,5,*87/9H,,callal02
216,Spencer Torkelson,23,DET,AL,684,7,1,-2,-10,-8,-12,-1.2,23,11,1.0,.492,.492,2.0,-1.8,21,*3/D,,torkesp01
217,Andrew Knizner,28,STL,NL,241,-4,0,-1,3,5,2,0.2,8,11,1.0,.503,.501,0.7,0.8,8,2/H3D,,kniznan01
218,Josh Smith*,25,TEX,AL,232,-5,-1,0,7,1,2,0.2,8,10,1.0,.502,.501,0.2,0.8,3,657H/D4,,smithjo11
219,Parker Meadows*,23,DET,AL,145,0,1,0,3,1,5,0.5,5,10,1.0,.513,.503,0.7,0.4,7,8/DH,,meadopa01
220,Jazz Chisholm Jr.*,25,MIA,NL,383,0,3,1,-9,3,-3,-0.3,13,10,1.0,.497,.498,1.9,-0.7,19,8/HD,,chishja01
221,Francisco Alvarez,21,NYM,NL,423,-4,-2,-1,-5,7,-4,-0.4,14,11,1.0,.497,.498,1.5,0.2,16,2H/D,,alvarfr01
222,Myles Straw,28,CLE,AL,518,-20,1,1,6,4,-8,-0.8,18,10,0.9,.495,.495,0.3,1.1,4,*8/H,,strawmy01
223,Joey Wiemer,24,MIL,NL,410,-11,-2,1,5,3,-4,-0.4,14,10,0.9,.497,.497,0.4,0.8,5,*89/H7,,wiemejo01
224,Dominic Smith*,28,WSN,NL,586,-4,-3,0,4,-7,-10,-1.0,20,10,0.9,.494,.494,0.5,-0.3,6,*3/HD,,smithdo02
225,J.D. Davis,30,SFG,NL,546,4,-1,-2,-10,1,-9,-0.9,19,10,0.9,.494,.495,1.9,-0.9,20,*5H3D,,davisjd01
226,Ernie Clement,27,TOR,AL,52,2,0,0,3,1,7,0.7,2,9,0.9,.524,.504,0.6,0.4,6,6H/45D1,,clemeer01
227,Shea Langeliers,25,OAK,AL,490,-7,-1,-1,-6,8,-8,-0.8,17,9,0.9,.494,.495,1.4,0.3,15,*2/DH,,langesh01
228,Ty France,28,SEA,AL,665,5,-2,-3,-7,-7,-14,-1.3,23,9,0.9,.491,.491,1.5,-1.4,16,*3/H,,francty01
229,Luke Maile,32,CIN,NL,199,-2,-1,-1,2,4,2,0.2,7,9,0.8,.503,.501,0.6,0.6,7,2/1HD,,mailelu01
230,Brenton Doyle,25,COL,NL,431,-28,1,0,18,3,-5,-0.6,15,10,0.8,.496,.497,-1.0,2.2,-8,*8/H,GG,doylebr02
231,Patrick Bailey#,24,SFG,NL,353,-10,-1,0,2,6,-3,-0.3,12,9,0.8,.497,.498,0.7,0.8,7,2/HD,ROY-7,bailepa01
232,Mike Ford*,30,SEA,AL,251,7,-1,-1,1,-6,0,0.0,9,9,0.8,.500,.500,0.7,-0.6,8,DH3/1,,fordmi01
233,Michael Conforto*,30,SFG,NL,470,-1,0,-1,0,-5,-7,-0.7,16,9,0.8,.495,.496,0.9,-0.5,9,*97DH,,confomi01
234,Jake Rogers,28,DET,AL,365,-3,-2,-1,-5,6,-4,-0.4,12,9,0.8,.496,.498,1.3,0.2,14,2/HD7,,rogerja03
235,Jorge Mateo,28,BAL,AL,350,-13,3,0,1,6,-4,-0.3,12,8,0.8,.497,.498,0.7,0.7,7,*6H/8D,,mateojo01
236,Jake Fraley*,28,CIN,NL,380,4,0,1,-4,-5,-4,-0.4,13,9,0.8,.496,.497,1.2,-0.9,13,97HD,,fraleja01
237,Trevor Story,30,BOS,AL,168,-8,1,0,8,2,2,0.2,6,8,0.8,.505,.501,0.0,1.0,0,6/DH4,,storytr01
238,Noelvi Marté,21,CIN,NL,123,2,0,1,0,1,4,0.4,4,8,0.8,.511,.502,0.8,0.1,8,5/6HD4,,marteno01
239,Jake Cronenworth*,29,SDP,NL,522,-7,1,0,2,-4,-9,-0.9,18,9,0.8,.493,.495,0.6,-0.3,7,34/H,,croneja01
240,Javier Báez,30,DET,AL,547,-23,2,0,3,7,-10,-1.0,19,9,0.8,.492,.494,0.5,1.1,6,*6/DH,,baezja01
241,Ildemaro Vargas#,31,WSN,NL,286,-5,0,0,2,2,-1,-0.1,10,9,0.8,.499,.499,0.6,0.4,7,546H7/19,,vargail01
242,Austin Slater,30,SFG,NL,207,4,-1,0,-1,-1,1,0.1,7,8,0.8,.501,.501,0.9,-0.2,9,H87/9D,,slateau01
243,David Peralta*,35,LAD,NL,422,-9,-2,2,8,-4,-6,-0.6,14,9,0.7,.496,.496,-0.1,0.4,1,*7H9/D,,peralda01
244,Elly De La Cruz#,21,CIN,NL,427,-8,2,1,-6,5,-6,-0.6,14,8,0.7,.494,.496,1.4,-0.1,14,65/HD,ROY-7,delacel01
245,Dominic Fletcher*,25,ARI,NL,102,1,-1,0,4,0,4,0.4,3,7,0.7,.514,.502,0.3,0.4,3,89/7H,,fletcdo01
246,Gio Urshela,31,LAA,AL,228,-2,0,-2,3,0,-1,0.0,8,7,0.7,.499,.500,0.4,0.4,4,53/6H4,,urshegi01
247,Connor Joe,30,PIT,NL,472,4,-1,0,-4,-6,-8,-0.8,16,8,0.7,.494,.495,1.1,-1.0,12,937H/D,,joeco01
248,Byron Buxton,29,MIN,AL,347,-2,3,1,0,-7,-4,-0.4,12,7,0.7,.495,.497,0.7,-0.7,7,D/H,,buxtoby01
249,Whit Merrifield,34,TOR,AL,592,-5,0,-1,-7,0,-13,-1.2,20,8,0.7,.491,.492,1.4,-0.7,15,47/H9,AS,merriwh01
250,Akil Baddoo*,24,DET,AL,357,-7,2,2,2,-4,-5,-0.5,12,7,0.7,.496,.497,0.5,-0.1,5,7H/89D,,baddoak01
251,Luis García Jr.*,23,WSN,NL,482,-7,-1,2,-7,4,-9,-0.9,16,8,0.7,.493,.495,1.4,-0.3,15,*4H,,garcilu04
252,Sean Bouchard,27,COL,NL,43,5,-1,0,2,-1,6,0.6,1,7,0.7,.526,.503,0.5,0.1,5,9/H7D,,bouchse01
253,Victor Caratini#,29,MIL,NL,226,-1,-1,-1,-2,4,0,0.0,8,7,0.7,.499,.500,0.9,0.2,9,2/HD3,,caratvi01
254,Cristian Pache,24,PHI,NL,95,0,-1,0,5,-1,4,0.4,3,7,0.7,.508,.502,0.2,0.4,2,78H/9D,,pachecr01
255,Christian Bethancourt,31,TBR,AL,332,-10,1,-1,0,6,-4,-0.4,11,7,0.7,.496,.497,0.7,0.7,7,2/H1D,,bethach01
256,Wilyer Abreu*,24,BOS,AL,85,3,0,0,1,0,4,0.4,3,7,0.7,.514,.502,0.6,0.1,6,78/H9D,,abreuwi02
257,Kyle Schwarber*,30,PHI,NL,720,16,-3,0,-20,-8,-15,-1.5,23,8,0.7,.491,.491,2.7,-2.8,28,7D,MVP-19,schwaky01
258,Joc Pederson*,31,SFG,NL,425,6,1,0,-5,-8,-7,-0.7,15,8,0.7,.494,.496,1.2,-1.4,13,D7H/93,,pederjo01
259,Elvis Andrus,34,CHW,AL,406,-10,0,0,-3,5,-7,-0.7,14,7,0.7,.494,.496,1.0,0.2,10,46/H5D,,andruel01
260,Edmundo Sosa,27,PHI,NL,300,-3,0,-1,-2,3,-3,-0.3,10,7,0.6,.497,.498,0.9,0.1,9,56H/48,,sosaed01
261,Yoán Moncada#,28,CHW,AL,357,0,0,-1,-7,2,-6,-0.5,12,7,0.6,.494,.496,1.3,-0.5,14,5/H,,moncayo01
262,Cavan Biggio*,28,TOR,AL,338,-1,1,1,-6,-1,-5,-0.5,12,7,0.6,.495,.497,1.2,-0.7,12,4H935/D6,,biggica01
263,Drew Waters#,24,KCR,AL,337,-7,1,1,1,-1,-5,-0.5,12,6,0.6,.495,.497,0.5,0.0,5,89/D7H,,waterdr01
264,Logan O'Hoppe,23,LAA,AL,199,2,-1,0,-4,3,-1,0.0,7,6,0.6,.499,.500,1.0,0.0,10,2/DH,,ohopplo01
265,Miles Mastrobuoni*,27,CHC,NL,149,-6,2,2,3,0,2,0.2,5,7,0.6,.503,.501,0.3,0.3,4,5H/49D617,,mastrmi01
266,Joey Meneses,31,WSN,NL,657,2,-2,-2,0,-12,-15,-1.5,22,8,0.6,.490,.491,0.6,-1.3,8,*D3/H9,,menesjo01
267,Jacob Young,23,WSN,NL,121,-3,3,1,0,1,2,0.2,4,6,0.6,.506,.501,0.6,0.1,6,8/DH,,youngja03
268,Manuel Margot,28,TBR,AL,336,-5,1,1,-3,0,-6,-0.5,11,6,0.6,.494,.497,0.9,-0.3,9,89H,,margoma01
269,Tyler Stephenson,26,CIN,NL,517,-6,-2,-3,-3,2,-11,-1.1,18,7,0.6,.492,.493,0.9,-0.1,10,2DH/3,,stephty01
270,Garrett Mitchell*,24,MIL,NL,73,1,0,0,2,1,3,0.3,2,6,0.6,.517,.502,0.4,0.3,4,8/H,,mitchga01
271,Harrison Bader,29,2TM,2LG,344,-16,3,1,4,2,-6,-0.6,12,6,0.6,.494,.499,0.1,0.7,2,8/HD,,baderha01
272,Richie Palacios*,26,STL,NL,102,2,0,1,0,-1,2,0.2,3,6,0.6,.507,.501,0.6,-0.1,6,7/8HD94,,palacri01
273,Nick Loftin,24,KCR,AL,68,2,0,0,1,0,3,0.3,2,6,0.6,.517,.502,0.4,0.1,5,/345DH,,loftini01
274,Josh Rojas*,29,2TM,2LG,350,-9,3,0,-2,2,-6,-0.6,12,6,0.5,.494,.498,0.8,0.0,8,45H/D17,,rojasjo01
275,Curtis Mead,22,TBR,AL,92,-1,0,0,3,1,2,0.2,3,5,0.5,.509,.501,0.2,0.4,2,5/46DH,,meadcu01
276,James McCann,33,BAL,AL,226,-5,-1,-1,1,3,-2,-0.2,8,6,0.5,.497,.499,0.4,0.5,5,2/DH31,,mccanja02
277,Eloy Jiménez,26,CHW,AL,489,3,0,-2,-2,-9,-11,-1.1,17,6,0.5,.491,.493,0.7,-1.2,8,D9/H,,jimenel02
278,Aaron Hicks#,33,2TM,AL,312,2,1,0,-7,-1,-5,-0.5,11,6,0.5,.494,.500,1.2,-0.8,13,879H/D,,hicksaa01
279,Dylan Moore,30,SEA,AL,165,2,-2,0,0,-1,0,0.0,6,5,0.5,.499,.500,0.5,-0.1,5,H47/6D9385,,mooredy01
280,Ryan McKenna,26,BAL,AL,139,-2,2,-1,3,-2,1,0.1,5,5,0.5,.501,.500,0.2,0.1,2,98H7/1D,,mckenry01
281,Michael Chavis,27,WSN,NL,96,-4,1,0,5,0,2,0.2,3,5,0.5,.504,.501,0.0,0.5,0,4H/35D79,,chavimi01
282,Jose Trevino,30,NYY,AL,168,-7,1,-1,3,3,-1,-0.1,6,5,0.5,.499,.500,0.2,0.7,2,2/H,,trevijo01
283,Joey Gallo*,29,MIN,AL,332,0,1,-1,-1,-5,-6,-0.6,11,5,0.5,.494,.496,0.6,-0.6,6,37H89/D,,gallojo01
284,Zack Short,28,DET,AL,253,-8,0,0,1,4,-3,-0.3,9,6,0.5,.497,.498,0.4,0.5,5,465H/189D,,shortza01
285,Alex Kirilloff*,25,MIN,AL,319,5,-1,1,-7,-5,-6,-0.6,11,5,0.5,.493,.496,1.2,-1.2,12,3H97/D,,kirilal01
286,Patrick Wisdom,31,CHC,NL,302,3,-1,1,-7,-1,-5,-0.5,10,5,0.5,.495,.497,1.2,-0.8,12,5H3D/794,,wisdopa01
287,Alec Bohm,26,PHI,NL,611,4,-3,-4,-11,-2,-15,-1.5,21,6,0.5,.490,.491,1.6,-1.3,17,53/DH,,bohmal01
288,Brian Anderson,30,MIL,NL,361,-6,-3,-2,4,0,-7,-0.7,12,6,0.5,.493,.496,0.1,0.4,2,59/HD,,anderbr06
289,Anthony Rizzo*,33,NYY,AL,421,-3,-3,0,3,-5,-9,-0.9,14,5,0.5,.490,.494,0.1,-0.2,2,3/D,,rizzoan01
290,Carlos Pérez,32,OAK,AL,189,-4,-1,0,3,0,-2,-0.2,6,5,0.5,.498,.499,0.1,0.3,2,2H3D/17,,perezca02
291,Christian Encarnacion-Strand,23,CIN,NL,241,4,-1,-1,-1,-4,-3,-0.3,8,5,0.5,.495,.498,0.6,-0.5,6,3D/5H9,,encarch01
292,Dylan Carlson#,24,STL,NL,255,-6,1,0,1,0,-4,-0.4,9,5,0.5,.495,.498,0.4,0.1,4,89/H7D,,carlsdy01
293,Amed Rosario,27,2TM,2LG,545,-10,2,1,-12,7,-13,-1.3,18,5,0.4,.491,.494,1.6,-0.5,17,64H/D,,rosaram01
294,Tyrone Taylor,29,MIL,NL,243,-4,1,-2,4,-3,-3,-0.4,8,5,0.4,.496,.498,0.0,0.1,1,97H/8D,,tayloty01
295,Tim Locastro,30,NYM,NL,67,1,1,0,1,-1,2,0.2,2,5,0.4,.505,.501,0.3,0.0,3,7H/8D9,,locasti01
296,Rob Refsnyder,32,BOS,AL,243,-1,0,-1,0,-3,-4,-0.4,8,4,0.4,.496,.498,0.4,-0.3,4,7H8/D9,,refsnro01
297,Jake McCarthy*,25,ARI,NL,312,-9,4,1,1,-2,-6,-0.6,11,5,0.4,.494,.496,0.3,-0.2,4,9H8/D,,mccarja02
298,Jake Marisnick,32,3TM,2LG,83,-1,-1,0,4,0,1,0.2,3,4,0.4,.503,.501,0.0,0.4,0,8/H9D,,marisja01
299,Evan Longoria,37,ARI,NL,237,-2,0,-2,2,-1,-3,-0.3,8,5,0.4,.496,.498,0.2,0.1,3,5DH,,longoev01
300,Stuart Fairchild,27,CIN,NL,255,-4,0,1,1,-2,-4,-0.4,9,5,0.4,.496,.498,0.3,-0.2,4,798H/D,,faircst01
301,Matt Thaiss*,28,LAA,AL,307,-6,0,0,-5,5,-6,-0.6,10,4,0.4,.494,.496,0.9,0.0,9,2H/D3,,thaisma01
302,Eguy Rosario,23,SDP,NL,37,1,0,0,2,0,3,0.3,1,4,0.4,.527,.502,0.2,0.2,2,5/H4,,rosareg01
303,Pablo Reyes,29,BOS,AL,185,0,0,0,-4,2,-2,-0.2,6,4,0.4,.497,.499,0.8,-0.2,8,64H/513D,,reyespa01
304,Salvador Perez,33,KCR,AL,580,-10,-3,-1,-5,3,-15,-1.5,20,5,0.4,.489,.490,0.9,-0.2,10,2D3,AS,perezsa02
305,DJ Stewart*,29,NYM,NL,185,6,-2,0,-4,-2,-2,-0.2,6,4,0.4,.496,.499,0.8,-0.6,8,9/HD7,,stewadj01
306,Andrew Benintendi*,28,CHW,AL,621,-9,1,-1,-3,-5,-17,-1.7,21,5,0.4,.489,.489,0.7,-0.8,8,*7/HD,,beninan01
307,David Fry,27,CLE,AL,113,1,0,0,-1,0,0,0.0,4,4,0.4,.500,.500,0.5,-0.1,5,23H/917D5,,fryda01
308,Osleivis Basabe,22,TBR,AL,94,-4,-1,0,3,1,0,0.0,3,4,0.4,.501,.500,0.0,0.4,1,6/5H497,,basabos01
309,René Pinto,26,TBR,AL,105,0,0,0,-2,2,0,0.0,4,4,0.3,.500,.500,0.5,0.0,6,2/1,,pintore02
310,Will Brennan*,25,CLE,AL,455,-11,1,2,0,-4,-12,-1.2,16,4,0.3,.491,.493,0.3,-0.4,4,*9H8/7D,,brennwi02
311,Matthew Batten,28,SDP,NL,139,0,1,1,-4,1,-1,-0.1,5,4,0.3,.498,.499,0.7,-0.4,8,45/3H6D,,battema01
312,Jo Adell,24,LAA,AL,62,-1,0,0,3,0,1,0.1,2,3,0.3,.508,.501,0.0,0.3,0,/987DH,,adelljo01
313,Forrest Wall*,27,ATL,NL,15,3,0,0,0,-1,3,0.3,1,3,0.3,.519,.502,0.3,-0.1,3,/H7D89,,wallfo01
314,Martín Maldonado,36,HOU,AL,407,-19,0,-1,2,8,-10,-1.0,14,4,0.3,.491,.494,0.1,1.1,2,*2/1,,maldoma01
315,Santiago Espinal,28,TOR,AL,254,-6,0,1,-3,3,-5,-0.5,9,4,0.3,.494,.497,0.6,0.0,7,45H6/D,,espinsa01
316,Seth Brown*,30,OAK,AL,378,-4,-2,-1,3,-5,-9,-0.9,13,4,0.3,.492,.494,0.0,-0.2,1,97HD3,,brownse01
317,Miguel Amaya,24,CHC,NL,156,-1,0,0,-2,2,-2,-0.2,5,4,0.3,.497,.499,0.5,0.0,6,2/DH,,amayami01
318,Iván Herrera,23,STL,NL,44,1,0,0,0,1,2,0.2,2,3,0.3,.514,.501,0.3,0.1,3,2,,herreiv01
319,Conner Capel*,26,OAK,AL,86,1,-1,0,1,-1,0,0.0,3,3,0.3,.501,.500,0.2,0.0,2,97/HD,,capelco01
320,Alfonso Rivas III*,26,2TM,NL,123,-2,0,0,2,-2,-1,-0.1,4,3,0.3,.498,.500,0.1,0.0,1,3/H7,,rivasal01
321,Corey Julks,27,HOU,AL,323,-8,1,0,3,-4,-8,-0.7,11,4,0.3,.492,.495,0.0,-0.1,1,7DH/9,,julksco01
322,Jonny DeLuca,24,LAD,NL,45,0,0,0,2,-1,2,0.2,2,3,0.3,.506,.501,0.1,0.1,1,H/789D,,delucjo01
323,Drew Millas#,25,WSN,NL,33,1,0,0,0,1,2,0.2,1,3,0.3,.517,.501,0.3,0.1,3,2/H,,milladr01
324,Sam Huff,25,TEX,AL,45,1,0,0,1,0,1,0.1,2,3,0.3,.507,.501,0.2,0.1,2,2/D3H,,huffsa01
325,Abraham Toro#,26,MIL,NL,21,4,0,1,-2,0,2,0.2,1,3,0.3,.524,.501,0.5,-0.2,5,/5H3D,,toroab01
326,Owen Miller,26,MIL,NL,314,-8,1,0,1,-1,-7,-0.7,11,4,0.3,.492,.496,0.2,0.0,3,435H/7D9,,milleow01
327,Hanser Alberto,30,CHW,AL,90,-2,0,1,1,1,0,0.0,3,3,0.3,.500,.500,0.2,0.2,2,54/13H,,alberha01
328,Tyler O'Neill,28,STL,NL,266,-2,0,0,-1,-2,-6,-0.6,9,3,0.3,.492,.496,0.4,-0.3,4,78/HD,,oneilty01
329,Sam Haggerty#,29,SEA,AL,108,1,2,1,-2,-2,-1,-0.1,4,3,0.3,.498,.499,0.5,-0.4,5,H7D4/389,,haggesa01
330,Spencer Horwitz*,25,TOR,AL,44,0,1,0,1,-1,1,0.1,2,3,0.3,.508,.501,0.2,0.0,2,/D3H,,horwisp01
331,Michael Pérez*,30,NYM,NL,8,1,0,0,1,0,2,0.2,0,3,0.3,.573,.501,0.2,0.1,1,/2,,perezmi03
332,Emmanuel Rivera,27,ARI,NL,283,-6,0,-1,1,0,-7,-0.7,10,3,0.2,.492,.496,0.2,0.1,2,5H3/D,,riverem01
333,Edward Olivares,27,KCR,AL,385,5,0,1,-11,-6,-10,-1.0,13,3,0.2,.490,.494,1.3,-1.7,14,7DH/98,,olivaed02
334,Daniel Vogelbach*,30,NYM,NL,319,2,-2,0,0,-8,-8,-0.8,11,3,0.2,.493,.495,0.3,-0.8,3,DH,,vogelda01
335,Sam Hilliard*,29,ATL,NL,78,-1,0,0,1,0,0,0.0,3,3,0.2,.500,.500,0.1,0.1,1,8H/79D,,hillisa01
336,Travis d'Arnaud,34,ATL,NL,292,-7,-1,0,-3,4,-7,-0.7,10,3,0.2,.491,.496,0.6,0.1,6,2/DH,,darnatr01
337,Rafael Ortega*,32,NYM,NL,136,-3,1,1,-1,-1,-2,-0.2,5,3,0.2,.495,.499,0.3,-0.2,3,87/H9D,,ortegra01
338,Nick Martini*,33,CIN,NL,79,3,0,0,-2,-2,-1,0.0,3,2,0.2,.499,.500,0.4,-0.4,4,7HD/39,,martini02
339,Jasson Domínguez#,20,NYY,AL,33,2,0,1,-2,0,1,0.1,1,2,0.2,.513,.501,0.4,-0.2,4,/8,,dominja01
340,Jonathan Aranda*,25,TBR,AL,103,-1,-1,0,1,-1,-1,-0.1,4,2,0.2,.496,.499,0.1,0.0,1,D3H/45,,arandjo01
341,Weston Wilson,28,PHI,NL,22,2,0,0,-1,0,1,0.1,1,2,0.2,.517,.501,0.3,-0.1,3,/7H3459,,wilsowe01
342,Endy Rodríguez#,23,PIT,NL,204,-9,0,0,2,3,-5,-0.5,7,3,0.2,.492,.497,0.0,0.5,0,2H/3D,,rodrien01
343,Billy McKinney*,28,NYY,AL,147,-1,1,1,-2,-1,-3,-0.3,5,2,0.2,.494,.498,0.4,-0.3,4,79/8H3,,mckinbi01
344,Matt Duffy,32,KCR,AL,209,-5,1,0,-1,0,-5,-0.5,7,2,0.2,.494,.497,0.3,-0.1,3,54H3/D16,,duffyma01
345,Tyler Heineman#,32,2TM,2LG,47,0,0,0,-1,1,0,0.0,2,2,0.2,.501,.501,0.3,0.0,3,2/H,,heinety01
346,Tyler Fitzgerald,25,SFG,NL,34,0,0,0,0,0,1,0.1,1,2,0.2,.506,.500,0.2,0.0,2,/85,,fitzgty01
347,Ronny Mauricio#,22,NYM,NL,108,-3,2,0,-1,1,-2,-0.2,4,2,0.2,.493,.499,0.3,0.0,3,4/56,,mauriro01
348,Alejo Lopez#,27,CIN,NL,2,0,0,0,1,0,2,0.2,0,2,0.2,.654,.501,0.1,0.1,1,/4,,lopezal03
349,Dalton Guthrie,27,PHI,NL,28,-2,0,0,3,0,1,0.1,1,2,0.2,.503,.500,-0.1,0.3,-1,7/8H95,,guthrda01
350,Blake Sabol*,25,SFG,NL,344,-2,0,0,-9,1,-9,-1.0,12,2,0.2,.492,.494,1.1,-0.8,11,27HD,,sabolbl01
351,Drew Ellis,27,PHI,NL,29,2,-1,0,0,0,1,0.1,1,2,0.2,.505,.500,0.2,0.0,2,/35H,,ellisdr01
352,Nick Allen,24,OAK,AL,329,-18,1,-1,3,5,-9,-0.9,11,2,0.2,.491,.494,-0.2,0.9,-1,6/H4D,,allenni02
