Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
164,Ozzie Albies#,27,ATL,NL,435,-3,1,1,1,3,3,0.3,14,17,1.6,.503,.502,1.6,0.5,16,4,,albieoz01
165,José Caballero,27,TBR,AL,483,-9,0,1,2,7,0,0.0,17,16,1.6,.500,.500,1.4,0.9,14,654H/D,,cabaljo01
166,Willi Castro#,27,MIN,AL,635,6,2,1,-18,5,-5,-0.5,22,17,1.6,.497,.497,3.5,-1.4,35,64785/H1,AS,castrwi01
167,Yandy Díaz,32,TBR,AL,621,13,-4,0,-5,-8,-4,-0.4,21,17,1.6,.497,.497,2.1,-1.4,22,*3D/H,,diazya01
168,Jake McCarthy*,26,ARI,NL,495,4,-1,2,-3,-2,0,0.0,17,17,1.6,.500,.500,2.0,-0.5,20,*987H/D,,mccarja02
169,Lars Nootbaar*,26,STL,NL,405,6,0,0,0,-3,3,0.3,14,16,1.6,.502,.502,1.6,-0.3,16,978/H,,nootbla01
170,Masataka Yoshida*,30,BOS,AL,421,9,0,2,0,-9,2,0.2,14,16,1.6,.502,.501,1.6,-0.9,16,DH/7,,yoshima02
171,Alex Call,29,WSN,NL,113,10,0,0,2,-1,11,1.1,4,15,1.5,.538,.507,1.3,0.1,13,9/87H,,callal02
172,Jeff McNeil*,32,NYM,NL,472,-2,-3,1,1,2,0,0.0,16,16,1.5,.500,.500,1.5,0.4,15,*497/H,,mcneije01
173,Jake Meyers,28,HOU,AL,513,-11,1,-2,6,4,-2,-0.2,18,16,1.5,.499,.499,0.9,1.0,10,*8H/7D,,meyerja02
174,Josh Naylor*,27,CLE,AL,633,12,-2,-2,-6,-8,-6,-0.6,22,16,1.5,.496,.496,2.1,-1.5,22,*3D/H,AS,naylojo01
175,Spencer Steer,26,CIN,NL,656,-1,2,1,-1,-7,-6,-0.6,22,16,1.5,.496,.496,1.6,-0.9,17,73/4D9H6,,steersp01
176,Alec Burleson*,25,STL,NL,595,5,1,1,-3,-9,-5,-0.5,20,15,1.4,.496,.497,1.7,-1.2,18,D97H3,,burleal01
177,David Fry,28,CLE,AL,392,12,-1,-2,-4,-5,0,0.1,13,14,1.4,.500,.500,1.8,-0.9,18,DH237/59,AS,fryda01
178,Maikel Garcia,24,KCR,AL,626,-20,8,2,-1,5,-6,-0.7,21,15,1.4,.496,.496,1.5,0.4,16,*54H/69,,garcima01
179,Zack Gelof,24,OAK,AL,547,-12,5,-1,-1,5,-4,-0.4,19,14,1.4,.497,.497,1.5,0.4,15,*4/H,,gelofza01
180,Paul Goldschmidt,36,STL,NL,654,4,0,-3,0,-8,-6,-0.7,22,16,1.4,.496,.496,1.5,-0.8,16,*3/DH,,goldspa01
181,Jonah Heim#,29,TEX,AL,491,-14,-1,-1,6,8,-3,-0.3,17,14,1.4,.498,.498,0.7,1.4,8,*2DH,,heimjo01
182,Kyle Higashioka,34,SDP,NL,263,1,0,0,-1,5,5,0.5,9,14,1.4,.506,.503,1.5,0.5,15,2/H,,higasky01
183,Jared Triolo,26,PIT,NL,446,-13,1,1,7,3,-1,0.0,15,15,1.4,.500,.500,0.7,1.1,8,54/36H9,GG,triolja01
184,Ramón Urías,30,BAL,AL,301,5,-1,1,-3,2,3,0.4,10,14,1.4,.503,.502,1.7,-0.1,16,5/H4D3,,uriasra01
185,Taylor Walls#,27,TBR,AL,252,-13,2,0,12,4,5,0.6,9,14,1.4,.507,.504,0.1,1.7,2,6/HD,,wallsta01
186,Justin Turner,39,2TM,AL,539,9,-2,-2,1,-9,-4,-0.4,18,15,1.4,.497,.498,1.3,-0.9,14,D3H/5,,turneju01
186,Justin Turner,39,TOR,AL,349,3,-1,-3,0,-7,-8,-0.8,12,4,0.3,.491,.495,0.3,-0.7,4,D3/H5,,turneju01
186,Justin Turner,39,SEA,AL,190,6,0,0,1,-3,5,0.5,6,11,1.1,.510,.503,1.0,-0.2,10,3D/H5,,turneju01
187,Oswaldo Cabrera#,25,NYY,AL,326,-3,1,0,3,2,2,0.3,11,13,1.3,.502,.501,1.0,0.5,10,5H34/6791,,cabreos01
188,Victor Caratini#,30,HOU,AL,274,3,-4,-1,1,3,3,0.4,9,13,1.3,.504,.502,1.2,0.5,12,2H3/D,,caratvi01
189,Michael Conforto*,31,SFG,NL,488,8,-4,-2,0,-5,-3,-0.3,17,14,1.3,.498,.498,1.3,-0.6,14,7DH,,confomi01
190,Andy Ibáñez,31,DET,AL,244,-4,0,1,8,0,5,0.5,8,13,1.3,.505,.503,0.5,0.9,5,H453/7D6,,ibanean01
191,Trevor Larnach*,27,MIN,AL,400,7,0,-1,0,-7,0,0.0,14,13,1.3,.500,.500,1.3,-0.7,13,7D9H,,larnatr01
192,Ramón Laureano,29,2TM,2LG,309,5,-2,0,3,-3,3,0.3,11,13,1.3,.503,.502,1.0,0.0,10,97H8,,laurera01
192,Ramón Laureano,29,CLE,AL,83,-5,0,0,3,-1,-3,-0.3,3,0,0.0,.491,.498,-0.3,0.3,-3,98/H,,laurera01
192,Ramón Laureano,29,ATL,NL,226,9,-2,0,0,-2,5,0.5,8,13,1.3,.508,.503,1.3,-0.2,13,97/H8,,laurera01
193,Sean Murphy,29,ATL,NL,264,-6,0,0,5,5,4,0.4,9,13,1.3,.506,.502,0.7,1.0,8,2/H,,murphse01
194,Vinnie Pasquantino*,26,KCR,AL,554,7,-2,0,-3,-7,-5,-0.5,19,14,1.3,.496,.497,1.6,-1.1,17,3D/H,,pasquvi01
195,Jorge Polanco#,30,SEA,AL,469,-3,-1,-1,-1,3,-3,-0.3,16,13,1.3,.498,.498,1.4,0.3,14,*4/DH,,polanjo01
196,Luis Robert Jr.,26,CHW,AL,425,-6,2,0,1,3,-1,-0.1,14,14,1.3,.499,.499,1.2,0.4,12,8/DH,,roberlu01
197,Xander Bogaerts,31,SDP,NL,463,-5,1,-1,-1,3,-3,-0.3,16,13,1.2,.498,.498,1.3,0.2,14,46/DH,,bogaexa01
198,Kiké Hernández,32,LAD,NL,393,-6,1,-1,5,1,0,0.0,13,13,1.2,.500,.500,0.7,0.6,8,5H3784/61D,,hernaen02
199,Nathan Lukes*,29,TOR,AL,91,3,0,1,5,-1,8,0.9,3,11,1.2,.540,.505,0.7,0.5,6,7/98HD,,lukesna01
200,Andy Pages,23,LAD,NL,443,-1,-2,0,-1,1,-2,-0.2,15,13,1.2,.498,.498,1.3,0.0,14,*89/H7D,,pagesan01
201,Nolan Schanuel*,22,LAA,AL,607,1,-1,-2,1,-7,-8,-0.8,21,13,1.2,.494,.495,1.1,-0.6,12,*3/HD,,schanno01
202,Elias Díaz,33,2TM,NL,351,-6,-1,-2,6,4,1,0.1,12,13,1.2,.501,.500,0.6,1.1,7,2D/H,,diazel01
202,Elias Díaz,33,COL,NL,327,-7,-1,-2,6,4,0,0.0,11,11,1.1,.500,.500,0.5,1.0,5,2D/H,,diazel01
202,Elias Díaz,33,SDP,NL,24,1,0,0,0,1,1,0.1,1,1,0.1,.504,.500,0.1,0.1,1,2,,diazel01
203,Travis d'Arnaud,35,ATL,NL,341,0,0,-1,-5,6,0,0.0,12,11,1.1,.500,.500,1.6,0.1,16,2H,,darnatr01
204,Spencer Horwitz*,26,TOR,AL,381,10,-3,0,-6,-2,-1,-0.1,13,12,1.1,.499,.499,1.8,-0.9,18,34DH,,horwisp01
205,James Wood*,21,WSN,NL,336,9,-1,2,-7,-2,0,0.0,11,11,1.1,.500,.500,1.8,-1.0,18,7,,woodja03
206,Jorge Soler,32,2TM,NL,574,15,-3,0,-10,-9,-8,-0.8,20,12,1.1,.494,.498,2.1,-2.0,22,D9/H7,,solerjo01
206,Jorge Soler,32,SFG,NL,392,8,-3,0,0,-8,-3,-0.3,13,11,1.0,.497,.498,1.0,-0.8,11,D/H,,solerjo01
206,Jorge Soler,32,ATL,NL,182,7,-1,0,-10,-1,-5,-0.5,6,1,0.1,.490,.497,1.1,-1.2,11,9/7H,,solerjo01
207,Luis Arraez*,27,2TM,NL,672,4,0,-2,-6,-6,-10,-1.0,22,12,1.1,.493,.496,1.7,-1.2,18,3D4/H,ASMVP-18,arraelu01
207,Luis Arraez*,27,MIA,NL,148,1,0,-1,-3,1,-3,-0.3,5,2,0.2,.492,.498,0.5,-0.2,5,4/3,,arraelu01
207,Luis Arraez*,27,SDP,NL,524,4,0,-1,-3,-7,-7,-0.7,17,10,0.9,.494,.496,1.2,-1.0,13,3D/4H,,arraelu01
208,Jason Heyward*,34,2TM,2LG,258,-3,2,1,5,-2,2,0.3,9,11,1.1,.503,.501,0.6,0.3,6,9H/78,,heywaja01
208,Jason Heyward*,34,LAD,NL,197,-3,2,1,3,-2,1,0.1,7,8,0.8,.502,.501,0.5,0.2,5,9/H8,,heywaja01
208,Jason Heyward*,34,HOU,AL,61,0,0,0,2,-1,1,0.1,2,3,0.3,.505,.501,0.1,0.1,1,9/7H8,,heywaja01
209,Mauricio Dubón,29,HOU,AL,428,-8,0,0,6,-2,-4,-0.4,15,10,1.0,.497,.497,0.3,0.4,4,7483H95/6,,dubonma01
210,Stuart Fairchild,28,CIN,NL,233,-4,1,0,6,0,2,0.2,8,10,1.0,.503,.501,0.4,0.6,4,8H97/D,,faircst01
211,Nick Gonzales,25,PIT,NL,387,0,0,-1,-5,3,-3,-0.3,13,11,1.0,.497,.498,1.5,-0.2,15,4/6H5,,gonzani01
212,Romy González,27,BOS,AL,216,1,1,0,0,1,3,0.3,7,10,1.0,.503,.502,1.0,0.1,10,H4635/97D8,,gonzaro01
213,Colt Keith*,22,DET,AL,556,-4,-1,2,-8,3,-8,-0.8,19,11,1.0,.494,.495,1.9,-0.5,19,*4DH,,keithco01
214,Max Kepler*,31,MIN,AL,399,-1,-1,1,0,-3,-4,-0.4,14,10,1.0,.496,.498,1.0,-0.3,10,9H/D,,keplema01
215,Jhonkensy Noel,22,CLE,AL,198,3,-1,0,3,-2,3,0.3,7,10,1.0,.504,.502,0.6,0.1,6,9H/3D7,,noeljh01
216,Brendan Rodgers,27,COL,NL,539,-6,0,-1,-4,4,-8,-0.8,18,11,1.0,.494,.495,1.4,0.0,15,*4/DH,,rodgebr02
217,Jesús Sánchez*,26,MIA,NL,537,0,1,0,-2,-6,-7,-0.7,18,11,1.0,.495,.495,1.2,-0.8,13,*9HD7,,sanchje02
218,Donovan Solano,36,SDP,NL,309,6,-3,0,0,-3,0,0.0,11,10,1.0,.500,.500,1.0,-0.3,10,5DH3/4,,solando01
219,Mike Trout,32,LAA,AL,126,5,1,1,-1,0,6,0.6,4,10,1.0,.521,.504,1.1,-0.1,11,8/D,,troutmi01
220,Harrison Bader,30,NYM,NL,437,-9,1,1,-2,3,-5,-0.6,15,10,0.9,.496,.497,1.1,0.1,12,*8H/D,,baderha01
221,Jonah Bride,28,MIA,NL,272,8,-1,-2,-2,-3,0,0.0,9,9,0.9,.500,.500,1.1,-0.5,11,3D5/4H,,bridejo01
222,Tommy Edman#,29,LAD,NL,153,0,1,0,1,2,4,0.4,5,9,0.9,.511,.503,0.8,0.3,8,86/H4,,edmanto01
223,Tyler Freeman,25,CLE,AL,383,-7,-2,-1,3,3,-4,-0.4,13,10,0.9,.497,.498,0.6,0.7,6,8H6/54D,,freemty01
224,Ke'Bryan Hayes,27,PIT,NL,396,-18,2,-1,10,3,-4,-0.4,14,10,0.9,.496,.497,-0.2,1.3,0,5/H,,hayeske01
225,Leo Jiménez,23,TOR,AL,210,-1,-2,-1,2,3,2,0.2,7,9,0.9,.503,.501,0.7,0.5,7,64/HD,,jimenle01
226,Andrew McCutchen,37,PIT,NL,515,6,-2,-1,0,-10,-7,-0.7,17,10,0.9,.494,.495,0.9,-1.0,10,*D/9H,,mccutan01
227,Rob Refsnyder,33,BOS,AL,307,10,-3,0,-4,-4,-1,-0.1,10,10,0.9,.499,.499,1.4,-0.9,14,79HD,,refsnro01
228,Jake Rogers,29,DET,AL,337,-13,1,-1,4,6,-2,-0.2,12,10,0.9,.498,.499,0.5,1.1,6,2/DH,,rogerja03
229,Ben Rortvedt*,26,TBR,AL,328,-6,0,0,-2,6,-2,-0.2,11,9,0.9,.498,.499,1.1,0.5,11,*2H/1,,rortvbe01
230,George Springer,34,TOR,AL,614,-4,2,-2,-1,-6,-11,-1.1,21,10,0.9,.492,.493,1.0,-0.7,11,*9D/H8,,springe01
231,Michael A. Taylor,33,PIT,NL,300,-17,3,1,11,2,-1,-0.1,10,10,0.9,.500,.500,-0.2,1.4,-1,8H/7D,,taylomi02
232,Alex Verdugo*,28,NYY,AL,621,-12,-1,0,7,-5,-11,-1.2,21,10,0.9,.492,.493,0.1,0.2,3,*79/8,,verdual01
233,Paul DeJong,30,2TM,AL,482,-3,-2,0,-8,6,-7,-0.7,16,10,0.9,.495,.496,1.7,-0.2,18,65H/D,,dejonpa01
233,Paul DeJong,30,CHW,AL,363,-3,-2,0,-11,5,-10,-1.0,12,3,0.2,.490,.494,1.4,-0.6,14,65/HD,,dejonpa01
233,Paul DeJong,30,KCR,AL,119,0,-1,0,3,1,3,0.3,4,7,0.7,.508,.502,0.4,0.4,4,5/HD6,,dejonpa01
234,Kevin Kiermaier*,34,2TM,2LG,281,-14,1,1,10,2,0,0.0,10,10,0.9,.500,.500,-0.2,1.3,-1,*8H/9D,,kiermke01
234,Kevin Kiermaier*,34,TOR,AL,217,-12,1,1,9,2,1,0.1,7,8,0.8,.501,.500,-0.2,1.1,-1,8/H9D,,kiermke01
234,Kevin Kiermaier*,34,LAD,NL,64,-2,-1,0,1,1,-1,-0.1,2,1,0.1,.498,.499,0.0,0.2,0,8/H,,kiermke01
235,Jo Adell,25,LAA,AL,451,-5,-2,-1,6,-4,-7,-0.7,15,9,0.8,.495,.496,0.2,0.2,3,*9H/D8,,adelljo01
236,Francisco Alvarez,22,NYM,NL,342,2,-3,0,-8,6,-3,-0.3,12,9,0.8,.497,.498,1.6,-0.2,17,2/HD,,alvarfr01
237,Jake Burger,28,MIA,NL,579,3,-3,0,-6,-4,-10,-1.0,20,10,0.8,.492,.494,1.5,-1.1,16,35D/H,,burgeja01
238,Griffin Conine*,26,MIA,NL,89,1,-1,0,6,-1,5,0.5,3,8,0.8,.517,.503,0.2,0.5,2,9/7HD,,coningr01
239,Jorge Mateo,29,BAL,AL,208,-4,3,1,0,2,1,0.1,7,8,0.8,.502,.501,0.8,0.2,8,4/6H8D,,mateojo01
240,Zach McKinstry*,29,DET,AL,325,-10,3,1,1,3,-3,-0.3,11,8,0.8,.498,.498,0.7,0.4,7,65H479/1D,,mckinza01
241,Pedro Pagés,25,STL,NL,218,-5,0,-1,4,4,1,0.1,7,9,0.8,.502,.501,0.4,0.9,5,2/H3,,pagespe02
242,David Peralta*,36,SDP,NL,260,3,0,1,-1,-4,0,0.0,9,9,0.8,.500,.500,1.0,-0.5,10,9HD7,,peralda01
243,Max Schuemann,27,OAK,AL,459,-7,2,-1,-7,6,-7,-0.7,16,9,0.8,.495,.495,1.6,-0.1,16,65/4H789,,schuema01
244,Michael Siani*,24,STL,NL,334,-16,2,1,9,2,-3,-0.3,11,9,0.8,.498,.498,-0.1,1.2,0,*8H/97D,,sianimi01
245,Giancarlo Stanton,34,NYY,AL,459,7,-1,-3,0,-9,-7,-0.7,16,9,0.8,.494,.495,0.8,-1.0,9,*D/H,,stantmi03
246,Trevor Story,31,BOS,AL,106,1,0,0,2,2,4,0.4,4,8,0.8,.517,.503,0.6,0.4,6,6,,storytr01
247,Jonathan Aranda*,26,TBR,AL,143,2,0,1,1,-2,2,0.2,5,7,0.7,.505,.501,0.6,-0.1,6,3DH/45,,arandjo01
248,Austin Barnes,34,LAD,NL,156,-3,0,0,1,3,2,0.2,5,7,0.7,.503,.501,0.6,0.4,6,2/HD4,,barneau01
249,Jon Berti,34,NYY,AL,74,1,1,0,2,0,4,0.4,3,6,0.7,.516,.503,0.4,0.3,4,5/H47D,,bertijo01
250,Junior Caminero,20,TBR,AL,177,0,0,1,-1,1,1,0.1,6,7,0.7,.503,.501,0.8,0.0,8,5/D3H,,caminju01
251,Evan Carter*,21,TEX,AL,162,-3,0,2,4,-2,2,0.2,6,7,0.7,.504,.501,0.3,0.2,3,7/9HD8,,carteev01
252,Triston Casas*,24,BOS,AL,243,5,-2,-1,-1,-3,-1,-0.1,8,7,0.7,.498,.499,0.8,-0.4,8,3/HD,,casastr01
253,Adolis García,31,TEX,AL,637,-1,-2,0,-5,-6,-14,-1.4,22,8,0.7,.491,.491,1.2,-1.2,13,*9D/H,,garciad02
254,Yasmani Grandal#,35,PIT,NL,243,2,-1,-2,-5,4,-1,-0.1,8,7,0.7,.499,.499,1.2,-0.1,12,2/H3,,grandya01
255,Rece Hinds,23,CIN,NL,51,4,0,0,1,-1,5,0.5,2,7,0.7,.523,.503,0.6,0.0,6,9/H78D,,hindsre01
256,Connor Joe,31,PIT,NL,416,-4,0,-1,4,-6,-7,-0.7,14,8,0.7,.494,.496,0.3,-0.2,4,39H/7D,,joeco01
257,Josh Jung,26,TEX,AL,188,1,1,1,-3,1,1,0.1,6,7,0.7,.502,.501,1.0,-0.3,10,5/D,,jungjo01
258,Royce Lewis,25,MIN,AL,325,0,0,0,-2,-1,-4,-0.4,11,7,0.7,.495,.497,0.9,-0.3,9,5D/H4,,lewisro02
259,Josh Lowe*,26,TBR,AL,387,-3,3,0,-2,-4,-6,-0.6,13,8,0.7,.494,.496,0.9,-0.6,10,97/HD8,,lowejo01
260,Rafael Marchán#,25,PHI,NL,56,3,0,0,2,1,5,0.6,2,7,0.7,.532,.503,0.5,0.3,5,2,,marchra01
261,James McCann,34,BAL,AL,233,-3,0,0,-3,5,-1,-0.1,8,7,0.7,.499,.499,1.0,0.2,10,2/1,,mccanja02
262,Bo Naylor*,24,CLE,AL,389,-13,-2,0,2,7,-6,-0.6,13,8,0.7,.495,.496,0.5,1.0,5,*2H/D,,naylobo01
263,Nasim Nuñez#,23,WSN,NL,78,0,1,0,2,1,4,0.4,3,7,0.7,.509,.503,0.5,0.4,5,6H/4D,,nunezna01
264,Daniel Schneemann*,27,CLE,AL,221,-3,-3,2,2,2,0,0.0,8,7,0.7,.500,.500,0.5,0.4,5,6589H/47D,,schneda04
265,Trey Sweeney*,24,DET,AL,119,-3,0,0,3,2,2,0.3,4,6,0.7,.507,.502,0.3,0.5,3,6,,sweentr01
266,Leody Taveras#,25,TEX,AL,529,-7,2,1,-10,4,-10,-1.0,18,8,0.7,.493,.494,1.8,-0.6,18,*8/HD,,taverle01
267,Luis Torrens,28,NYM,NL,130,-2,-1,-1,4,2,3,0.3,4,7,0.7,.506,.502,0.3,0.7,3,2/HD1,,torrelu01
268,Will Wagner*,25,TOR,AL,86,3,0,0,1,1,4,0.4,3,7,0.7,.519,.503,0.6,0.2,6,4/H3D,,wagnewi01
269,Weston Wilson,29,PHI,NL,98,4,1,0,0,-1,4,0.4,3,7,0.7,.509,.502,0.7,-0.1,7,7H/549318,,wilsowe01
270,Danny Jansen,29,2TM,AL,324,-3,-1,0,-5,5,-4,-0.4,11,7,0.7,.495,.499,1.2,0.0,12,2H/D,,janseda01
270,Danny Jansen,29,TOR,AL,228,-3,-1,0,-2,4,-2,-0.2,8,6,0.6,.497,.499,0.8,0.2,8,2/HD,,janseda01
270,Danny Jansen,29,BOS,AL,96,-1,0,0,-3,2,-2,-0.2,3,1,0.1,.493,.499,0.4,-0.1,4,2/HD,,janseda01
271,Gio Urshela,32,2TM,2LG,461,-10,-1,0,1,2,-9,-0.9,16,7,0.6,.493,.494,0.5,0.3,6,*53/H6D,,urshegi01
271,Gio Urshela,32,DET,AL,325,-8,-1,-2,-4,1,-14,-1.5,11,-3,-0.4,.484,.491,0.0,-0.3,1,53/HD,,urshegi01
271,Gio Urshela,32,ATL,NL,136,-2,0,1,5,1,5,0.6,5,10,1.0,.516,.503,0.5,0.6,5,5/6,,urshegi01
272,Vidal Bruján#,26,MIA,NL,278,-10,0,1,4,3,-2,-0.3,10,7,0.6,.498,.498,0.2,0.7,3,46H58/9713,,brujavi01
273,Nick Castellanos,32,PHI,NL,659,3,-2,0,-11,-5,-15,-1.6,23,8,0.6,.490,.490,1.8,-1.7,18,*9/D,,casteni01
274,Billy Cook,25,PIT,NL,49,-1,0,0,6,0,4,0.5,2,6,0.6,.529,.503,0.0,0.6,0,/3897,,cookbi01
275,Dylan Crews,22,WSN,NL,132,-3,1,0,4,-1,2,0.2,4,6,0.6,.505,.501,0.2,0.3,2,9/8,,crewsdy01
276,Jonny DeLuca,25,TBR,AL,362,-10,-1,1,5,-1,-6,-0.6,12,6,0.6,.494,.496,0.0,0.4,1,98H7/D,,delucjo01
277,Starling Marte,35,NYM,NL,370,2,3,-1,-6,-4,-6,-0.6,13,7,0.6,.494,.496,1.3,-1.0,13,9/DH,,martest01
278,Dane Myers,28,MIA,NL,108,2,0,0,1,-1,2,0.2,4,6,0.6,.505,.501,0.5,0.0,5,9H8/7D,,myersda01
279,Wenceel Pérez#,24,DET,AL,425,-4,1,0,-2,-2,-8,-0.8,15,7,0.6,.493,.495,0.8,-0.5,9,98H/7D,,perezwe01
280,Anthony Rendon,34,LAA,AL,238,-7,2,0,2,1,-2,-0.2,8,6,0.6,.496,.499,0.3,0.3,4,5/D,,rendoan01
281,Johan Rojas,23,PHI,NL,363,-16,3,0,4,3,-6,-0.6,12,7,0.6,.495,.496,0.2,0.7,3,*8/HD,,rojasjo03
282,Keibert Ruiz#,25,WSN,NL,485,-17,-2,-1,3,8,-10,-1.0,17,7,0.6,.492,.494,0.3,1.1,4,*2D/H,,ruizke01
283,Pavin Smith*,28,ARI,NL,158,8,-1,0,-4,-2,1,0.1,5,7,0.6,.502,.501,1.0,-0.7,11,397H/D1,,smithpa04
284,Mike Tauchman*,33,CHC,NL,350,3,2,-1,-5,-4,-5,-0.5,12,7,0.6,.495,.497,1.1,-0.9,12,9HD78,,tauchmi01
285,Matt Thaiss*,29,LAA,AL,186,-4,0,0,0,3,-1,-0.1,6,6,0.6,.499,.500,0.6,0.3,6,2/DH,,thaisma01
286,Abraham Toro#,27,OAK,AL,364,-6,0,1,-2,1,-6,-0.6,12,7,0.6,.494,.496,0.8,-0.1,9,54DH/37,,toroab01
287,Jose Trevino,31,NYY,AL,234,-5,0,-2,1,4,-1,-0.1,8,7,0.6,.498,.499,0.5,0.6,6,2/H1,,trevijo01
288,Juan Yepez,26,WSN,NL,249,5,-1,-1,-2,-4,-2,-0.2,9,6,0.6,.496,.499,0.8,-0.6,8,3D/H,,yepezju01
289,Carson Kelly,29,2TM,AL,313,-2,-2,0,-6,5,-5,-0.5,11,6,0.5,.494,.499,1.1,-0.1,12,2/DH,,kellyca02
289,Carson Kelly,29,DET,AL,203,0,-2,0,-2,4,0,0.0,7,7,0.7,.500,.500,0.9,0.2,9,2/HD,,kellyca02
289,Carson Kelly,29,TEX,AL,110,-2,0,0,-4,1,-5,-0.5,4,-1,-0.2,.483,.497,0.3,-0.3,3,2/DH,,kellyca02
290,Luisangel Acuña,22,NYM,NL,40,3,-1,0,1,1,4,0.4,1,5,0.5,.528,.502,0.4,0.2,4,6/DH4,,acunajo01
291,Orlando Arcia,29,ATL,NL,602,-21,-1,0,-1,9,-14,-1.4,21,7,0.5,.491,.491,0.6,0.9,8,*6,,arciaor01
292,Charlie Blackmon*,37,COL,NL,499,-1,0,1,-2,-8,-11,-1.1,17,6,0.5,.491,.493,0.7,-1.1,8,D9H/8,,blackch02
293,Mark Canha,35,2TM,2LG,462,1,2,0,-6,-7,-10,-1.1,16,6,0.5,.491,.496,1.1,-1.4,11,3D7H9/5,,canhama01
293,Mark Canha,35,DET,AL,377,1,2,0,-4,-5,-7,-0.8,13,6,0.5,.492,.495,0.9,-1.0,9,3D79/H,,canhama01
293,Mark Canha,35,SFG,NL,85,1,0,0,-2,-2,-3,-0.3,3,0,0.0,.491,.498,0.2,-0.4,2,3H/97D5,,canhama01
294,Adrian Del Castillo*,24,ARI,NL,87,4,-1,0,-3,2,2,0.2,3,5,0.5,.507,.501,0.8,-0.2,8,2/H,,delcaad01
295,TJ Friedl*,28,CIN,NL,341,-5,0,1,-5,2,-6,-0.6,12,6,0.5,.493,.496,1.0,-0.3,11,8/HD,,friedtj01
296,Nolan Gorman*,24,STL,NL,402,-9,0,1,-4,3,-8,-0.8,14,6,0.5,.492,.495,0.9,-0.1,10,4/H5,,gormano01
297,Eric Haase,31,MIL,NL,69,2,0,0,-1,1,2,0.2,2,5,0.5,.508,.501,0.6,0.0,6,2/HD,,haaseer01
298,Garrett Hampson,29,KCR,AL,231,-11,-2,1,9,0,-3,-0.3,8,5,0.5,.497,.498,-0.5,1.0,-4,8H74/36951,,hampsga01
299,J.D. Martinez,36,NYM,NL,495,4,-2,-3,0,-10,-11,-1.1,17,6,0.5,.491,.493,0.5,-1.1,6,*D/H,,martijd02
300,Tyler Soderstrom*,22,OAK,AL,213,4,0,-1,-3,-2,-2,-0.2,7,5,0.5,.496,.499,0.8,-0.6,8,3/H2,,soderty01
301,Christian Bethancourt,32,2TM,NL,147,-5,1,0,0,3,-1,-0.1,5,4,0.4,.498,.499,0.4,0.3,4,2/DH,,bethach01
301,Christian Bethancourt,32,MIA,NL,88,-8,0,0,-1,2,-7,-0.8,3,-4,-0.5,.480,.495,-0.4,0.1,-3,2/DH,,bethach01
301,Christian Bethancourt,32,CHC,NL,59,3,1,0,1,1,6,0.6,2,8,0.8,.526,.504,0.7,0.2,7,2,,bethach01
302,Miguel Andujar,29,OAK,AL,319,1,-3,-1,-1,-3,-7,-0.7,11,4,0.4,.491,.496,0.5,-0.4,5,7/D3H,,andujmi01
303,Ryan Bliss,24,SEA,AL,71,0,0,0,2,0,2,0.2,2,4,0.4,.506,.501,0.2,0.3,2,4H/D,,blissry01
304,Adam Frazier*,32,KCR,AL,294,-11,1,1,5,-1,-5,-0.5,10,5,0.4,.495,.497,-0.1,0.4,0,4H9D7/53,,fraziad01
305,Trent Grisham*,27,NYY,AL,209,-1,-2,-1,0,1,-3,-0.3,7,4,0.4,.496,.498,0.4,0.1,4,8H/D,,grishtr01
306,Sam Hilliard*,30,COL,NL,158,2,1,0,-2,-1,-1,-0.1,5,4,0.4,.498,.499,0.6,-0.4,6,789/HD,,hillisa01
307,Travis Jankowski*,33,TEX,AL,207,-10,2,1,8,-4,-3,-0.3,7,4,0.4,.497,.498,-0.5,0.4,-4,9H7D8,,jankotr01
308,Jarred Kelenic*,24,ATL,NL,449,-7,0,1,-3,-1,-10,-1.0,15,6,0.4,.492,.494,0.8,-0.4,9,*78H/9,,kelenja01
309,Heston Kjerstad*,25,BAL,AL,114,3,0,0,-1,-2,0,0.0,4,4,0.4,.500,.500,0.5,-0.3,5,D7H/9,,kjershe01
310,Drew Millas#,26,WSN,NL,62,-1,1,0,1,1,2,0.2,2,4,0.4,.510,.501,0.3,0.2,3,2/HD,,milladr01
311,Nick Sogard#,26,BOS,AL,86,-2,1,0,1,1,1,0.1,3,4,0.4,.503,.501,0.3,0.2,3,4/65H3,,sogarni01
312,Luis Urías,27,SEA,AL,109,1,0,0,0,1,1,0.1,4,4,0.4,.501,.500,0.4,0.1,4,5/HD,,uriaslu01
313,Eric Wagaman,26,LAA,AL,74,-1,0,0,3,0,2,0.2,3,4,0.4,.511,.501,0.1,0.4,1,5/7H,,wagamer01
314,Brett Wisely*,25,SFG,NL,272,-8,-4,0,4,4,-4,-0.5,9,5,0.4,.495,.497,0.0,0.8,1,46H/538,,wiselbr01
315,Austin Wynns,33,CIN,NL,20,1,0,0,2,0,4,0.4,1,4,0.4,.553,.502,0.2,0.3,2,/2H,,wynnsau01
